date,ANA,ARI,ATL,BAL,BOS,CHA,CHN,CIN,CLE,COL,DET,HOU,KCA,LAN,MIA,MIL,MIN,NYA,NYN,OAK,PHI,PIT,SDN,SEA,SFN,SLN,TBA,TEX,TOR,WAS
20010401,0.3498116760828625,0.3310810810810811,0.3427703134996801,0.3380754475703325,0.3387806411062225,0.3529136072488674,0.3329652996845426,0.34104137171621834,0.3637478914276952,0.35748642358417376,0.3396880415944541,0.3572538055296676,0.34470348928180256,0.336984126984127,0.3276527331189711,0.3227079059491873,0.3337559429477021,0.3516327496450544,0.3430066603235014,0.3574091332712022,0.3267104630668162,0.3362204724409449,0.32708796443315336,0.3585992217898833,0.35937989351706856,0.35332176108568725,0.3267646583750606,0.3493862134088763,0.3392828936976781,0.3236304170073589
20010402,0.3498116760828625,0.3310810810810811,0.3427703134996801,0.3380754475703325,0.3387806411062225,0.3529136072488674,0.3329652996845426,0.34104137171621834,0.3637478914276952,0.35748642358417376,0.3396880415944541,0.3572538055296676,0.34470348928180256,0.336984126984127,0.3276527331189711,0.3227079059491873,0.3337559429477021,0.3516327496450544,0.3430066603235014,0.3574091332712022,0.3267104630668162,0.3362204724409449,0.32708796443315336,0.3585992217898833,0.35937989351706856,0.35332176108568725,0.3267646583750606,0.3493862134088763,0.3392828936976781,0.3236304170073589
20010403,0.3498116760828625,0.3310810810810811,0.3427703134996801,0.3380754475703325,0.3387806411062225,0.3529136072488674,0.3329652996845426,0.34104137171621834,0.3637478914276952,0.35748642358417376,0.3396880415944541,0.3572538055296676,0.34470348928180256,0.336984126984127,0.3276527331189711,0.3227079059491873,0.3337559429477021,0.3516327496450544,0.3430066603235014,0.3574091332712022,0.3267104630668162,0.3362204724409449,0.32708796443315336,0.3585992217898833,0.35937989351706856,0.35332176108568725,0.3267646583750606,0.3493862134088763,0.3392828936976781,0.3236304170073589
20010404,0.3498116760828625,0.3310810810810811,0.3427703134996801,0.3380754475703325,0.3387806411062225,0.3529136072488674,0.3329652996845426,0.34104137171621834,0.3637478914276952,0.35748642358417376,0.3396880415944541,0.3572538055296676,0.34470348928180256,0.336984126984127,0.3276527331189711,0.3227079059491873,0.3337559429477021,0.3516327496450544,0.3430066603235014,0.3574091332712022,0.3267104630668162,0.3362204724409449,0.32708796443315336,0.3585992217898833,0.35937989351706856,0.35332176108568725,0.3267646583750606,0.3493862134088763,0.3392828936976781,0.3236304170073589
20010405,0.3498116760828625,0.3310810810810811,0.3427703134996801,0.3380754475703325,0.3387806411062225,0.3529136072488674,0.3329652996845426,0.34104137171621834,0.3637478914276952,0.35748642358417376,0.3396880415944541,0.3572538055296676,0.34470348928180256,0.336984126984127,0.3276527331189711,0.3227079059491873,0.3337559429477021,0.3516327496450544,0.3430066603235014,0.3574091332712022,0.3267104630668162,0.3362204724409449,0.32708796443315336,0.3585992217898833,0.35937989351706856,0.35332176108568725,0.3267646583750606,0.3493862134088763,0.3392828936976781,0.3236304170073589
20010406,0.3498116760828625,0.3310810810810811,0.3427703134996801,0.3380754475703325,0.3387806411062225,0.3529136072488674,0.3329652996845426,0.34104137171621834,0.3637478914276952,0.35748642358417376,0.3396880415944541,0.3572538055296676,0.34470348928180256,0.336984126984127,0.3276527331189711,0.3227079059491873,0.3337559429477021,0.3516327496450544,0.3430066603235014,0.3574091332712022,0.3267104630668162,0.3362204724409449,0.32708796443315336,0.3585992217898833,0.35937989351706856,0.35332176108568725,0.3267646583750606,0.3493862134088763,0.3392828936976781,0.3236304170073589
20010407,0.3498116760828625,0.3310810810810811,0.3427703134996801,0.3380754475703325,0.3387806411062225,0.3529136072488674,0.3329652996845426,0.34104137171621834,0.3637478914276952,0.35748642358417376,0.3396880415944541,0.3572538055296676,0.34470348928180256,0.336984126984127,0.3276527331189711,0.3227079059491873,0.3337559429477021,0.3516327496450544,0.3430066603235014,0.3574091332712022,0.3267104630668162,0.3362204724409449,0.32708796443315336,0.3585992217898833,0.35937989351706856,0.35332176108568725,0.3267646583750606,0.3493862134088763,0.3392828936976781,0.3236304170073589
20010408,0.3498116760828625,0.3310810810810811,0.27906976744186046,0.3380754475703325,0.3387806411062225,0.3529136072488674,0.3329652996845426,0.29770992366412213,0.3637478914276952,0.35748642358417376,0.3396880415944541,0.3572538055296676,0.34470348928180256,0.3076923076923077,0.3276527331189711,0.35294117647058826,0.3337559429477021,0.3516327496450544,0.3430066603235014,0.3574091332712022,0.3267104630668162,0.3362204724409449,0.32708796443315336,0.3585992217898833,0.35937989351706856,0.35332176108568725,0.3267646583750606,0.34572490706319703,0.3645833333333333,0.3236304170073589
20010409,0.3498116760828625,0.3310810810810811,0.2620967741935484,0.3380754475703325,0.3387806411062225,0.3529136072488674,0.30943396226415093,0.3258426966292135,0.3637478914276952,0.3713235294117647,0.3396880415944541,0.3572538055296676,0.28793774319066145,0.3076923076923077,0.3225806451612903,0.35294117647058826,0.3337559429477021,0.3892857142857143,0.32075471698113206,0.3574091332712022,0.33093525179856115,0.2894736842105263,0.32708796443315336,0.3585992217898833,0.35937989351706856,0.3626373626373626,0.296875,0.34572490706319703,0.3588850174216028,0.3345724907063197
20010410,0.3272058823529412,0.3345724907063197,0.2620967741935484,0.268,0.30996309963099633,0.34408602150537637,0.3062015503875969,0.3258426966292135,0.31297709923664124,0.3713235294117647,0.31636363636363635,0.35687732342007433,0.28627450980392155,0.28512396694214875,0.3269961977186312,0.34701492537313433,0.326007326007326,0.38869257950530034,0.32075471698113206,0.3193916349809886,0.33458646616541354,0.2894736842105263,0.40327868852459015,0.3832752613240418,0.3269961977186312,0.3626373626373626,0.2589641434262948,0.3516483516483517,0.3531468531468531,0.3371212121212121
