date,ANA,ARI,ATL,BAL,BOS,CHA,CHN,CIN,CLE,COL,DET,HOU,KCA,LAN,MIA,MIL,MIN,NYA,NYN,OAK,PHI,PIT,SDN,SEA,SFN,SLN,TBA,TEX,TOR,WAS
20010401,0.4686288332745858,0.4263384836507366,0.4235823582358236,0.43145665773011616,0.4209782800635705,0.4659410112359551,0.4087344028520499,0.4437984496124031,0.465748649119749,0.448263828302216,0.4336143308746048,0.4711213790652213,0.4214818670831164,0.4264307636757537,0.4042705903463126,0.4000713139597076,0.40264550264550253,0.4462691895751517,0.42557803468208094,0.4542366821594566,0.3953865561362408,0.4208304011259677,0.3982521847690387,0.4380075798592312,0.4685251798561151,0.4507781397032211,0.3964272825694695,0.4431158783189731,0.4663865546218488,0.42772596843615496
20010402,0.4686288332745858,0.4263384836507366,0.4235823582358236,0.43145665773011616,0.4209782800635705,0.4659410112359551,0.4087344028520499,0.4437984496124031,0.465748649119749,0.448263828302216,0.4336143308746048,0.4711213790652213,0.4214818670831164,0.4264307636757537,0.4042705903463126,0.4000713139597076,0.40264550264550253,0.4462691895751517,0.42557803468208094,0.4542366821594566,0.3953865561362408,0.4208304011259677,0.3982521847690387,0.4380075798592312,0.4685251798561151,0.4507781397032211,0.3964272825694695,0.4431158783189731,0.4663865546218488,0.42772596843615496
20010403,0.4686288332745858,0.4263384836507366,0.4235823582358236,0.43145665773011616,0.4209782800635705,0.4659410112359551,0.4087344028520499,0.4437984496124031,0.465748649119749,0.448263828302216,0.4336143308746048,0.4711213790652213,0.4214818670831164,0.4264307636757537,0.4042705903463126,0.4000713139597076,0.40264550264550253,0.4462691895751517,0.42557803468208094,0.4542366821594566,0.3953865561362408,0.4208304011259677,0.3982521847690387,0.4380075798592312,0.4685251798561151,0.4507781397032211,0.3964272825694695,0.4431158783189731,0.4663865546218488,0.42772596843615496
20010404,0.4686288332745858,0.4263384836507366,0.4235823582358236,0.43145665773011616,0.4209782800635705,0.4659410112359551,0.4087344028520499,0.4437984496124031,0.465748649119749,0.448263828302216,0.4336143308746048,0.4711213790652213,0.4214818670831164,0.4264307636757537,0.4042705903463126,0.4000713139597076,0.40264550264550253,0.4462691895751517,0.42557803468208094,0.4542366821594566,0.3953865561362408,0.4208304011259677,0.3982521847690387,0.4380075798592312,0.4685251798561151,0.4507781397032211,0.3964272825694695,0.4431158783189731,0.4663865546218488,0.42772596843615496
20010405,0.4686288332745858,0.4263384836507366,0.4235823582358236,0.43145665773011616,0.4209782800635705,0.4659410112359551,0.4087344028520499,0.4437984496124031,0.465748649119749,0.448263828302216,0.4336143308746048,0.4711213790652213,0.4214818670831164,0.4264307636757537,0.4042705903463126,0.4000713139597076,0.40264550264550253,0.4462691895751517,0.42557803468208094,0.4542366821594566,0.3953865561362408,0.4208304011259677,0.3982521847690387,0.4380075798592312,0.4685251798561151,0.4507781397032211,0.3964272825694695,0.4431158783189731,0.4663865546218488,0.42772596843615496
20010406,0.4686288332745858,0.4263384836507366,0.4235823582358236,0.43145665773011616,0.4209782800635705,0.4659410112359551,0.4087344028520499,0.4437984496124031,0.465748649119749,0.448263828302216,0.4336143308746048,0.4711213790652213,0.4214818670831164,0.4264307636757537,0.4042705903463126,0.4000713139597076,0.40264550264550253,0.4462691895751517,0.42557803468208094,0.4542366821594566,0.3953865561362408,0.4208304011259677,0.3982521847690387,0.4380075798592312,0.4685251798561151,0.4507781397032211,0.3964272825694695,0.4431158783189731,0.4663865546218488,0.42772596843615496
20010407,0.4686288332745858,0.4263384836507366,0.4235823582358236,0.43145665773011616,0.4209782800635705,0.4659410112359551,0.4087344028520499,0.4437984496124031,0.465748649119749,0.448263828302216,0.4336143308746048,0.4711213790652213,0.4214818670831164,0.4264307636757537,0.4042705903463126,0.4000713139597076,0.40264550264550253,0.4462691895751517,0.42557803468208094,0.4542366821594566,0.3953865561362408,0.4208304011259677,0.3982521847690387,0.4380075798592312,0.4685251798561151,0.4507781397032211,0.3964272825694695,0.4431158783189731,0.4663865546218488,0.42772596843615496
20010408,0.4686288332745858,0.4263384836507366,0.34177215189873417,0.43145665773011616,0.4209782800635705,0.4659410112359551,0.4087344028520499,0.3487394957983193,0.465748649119749,0.448263828302216,0.4336143308746048,0.4711213790652213,0.4214818670831164,0.49327354260089684,0.4042705903463126,0.4188034188034188,0.40264550264550253,0.4462691895751517,0.42557803468208094,0.4542366821594566,0.3953865561362408,0.4208304011259677,0.3982521847690387,0.4380075798592312,0.4685251798561151,0.4507781397032211,0.3964272825694695,0.47435897435897434,0.525096525096525,0.42772596843615496
20010409,0.4686288332745858,0.4263384836507366,0.3173913043478261,0.43145665773011616,0.4209782800635705,0.4659410112359551,0.3702127659574468,0.36134453781512604,0.465748649119749,0.5714285714285714,0.4336143308746048,0.4711213790652213,0.35,0.49327354260089684,0.43724696356275305,0.4188034188034188,0.40264550264550253,0.504,0.39915966386554624,0.4542366821594566,0.3775933609958506,0.363265306122449,0.3982521847690387,0.4380075798592312,0.4685251798561151,0.5384615384615384,0.3432203389830508,0.47435897435897434,0.5078125,0.4345991561181435
20010410,0.4308300395256917,0.4777327935222672,0.3173913043478261,0.2420091324200913,0.43902439024390244,0.49800796812749004,0.3744493392070485,0.36134453781512604,0.405982905982906,0.5714285714285714,0.4268774703557312,0.4661016949152542,0.3625,0.46396396396396394,0.4703389830508475,0.41630901287553645,0.4939759036144578,0.4881889763779528,0.39915966386554624,0.29515418502202645,0.3922413793103448,0.363265306122449,0.4849624060150376,0.4225941422594142,0.475,0.5384615384615384,0.2875536480686695,0.4658119658119658,0.51953125,0.45064377682403434
20010411,0.4549019607843137,0.4666666666666667,0.30180180180180183,0.2681818181818182,0.46502057613168724,0.5138339920948617,0.37168141592920356,0.38492063492063494,0.4041666666666667,0.5145228215767634,0.42063492063492064,0.45867768595041325,0.3877551020408163,0.5238095238095238,0.4703389830508475,0.3805309734513274,0.5346153846153846,0.5057034220532319,0.341991341991342,0.27232142857142855,0.3922413793103448,0.3900414937759336,0.4772727272727273,0.4156378600823045,0.44537815126050423,0.5691056910569106,0.2576419213973799,0.4476987447698745,0.44223107569721115,0.4652173913043478
20010412,0.48046875,0.45569620253164556,0.28888888888888886,0.31277533039647576,0.4713114754098361,0.5138339920948617,0.37168141592920356,0.4049586776859504,0.3958333333333333,0.4576271186440678,0.40408163265306124,0.4192139737991266,0.3877551020408163,0.5665236051502146,0.4703389830508475,0.4343891402714932,0.5346153846153846,0.5057034220532319,0.3577586206896552,0.27555555555555555,0.3922413793103448,0.3907563025210084,0.47265625,0.4457831325301205,0.4364406779661017,0.5126050420168067,0.2576419213973799,0.4291497975708502,0.44223107569721115,0.4652173913043478
