Y,ANA,ARI,ATL,BAL,BOS,CHA,CHN,CIN,CLE,COL,DET,HOU,KCA,LAN,MIA,MIL,MIN,NYA,NYN,OAK,PHI,PIT,SDN,SEA,SFN,SLN,TBA,TEX,TOR,WAS
2001,0.2774057102573141,0.26338483650736616,0.2682268226822682,0.2695263628239499,0.265407028076991,0.2835323033707865,0.2541889483065954,0.27219873150105706,0.28568938469583405,0.2901762345140464,0.27256761503336846,0.2747467567087258,0.28526808953669963,0.2541975085755552,0.2585680961780011,0.24353717240149758,0.2671957671957672,0.2750803284541235,0.26083815028901736,0.2681444404719342,0.24941430888448368,0.264954257565095,0.2518280720527912,0.26728027431871504,0.2760791366906475,0.2678248280854144,0.25514254781667267,0.28151925443995074,0.27345938375350143,0.26434720229555236
2002,0.25807026930622434,0.26498758424973395,0.258723558126921,0.24570602061110106,0.26424778761061946,0.26431797651309846,0.25867449972461903,0.259121501948282,0.2757827702105077,0.28836483440263566,0.25665297374531165,0.26852846401718583,0.26396206533192834,0.25280086736537766,0.2610484881016282,0.24923132573702297,0.26897777777777776,0.26420454545454547,0.24705028135777818,0.26166726042037763,0.2578434908041832,0.24463204257661955,0.24918684495843874,0.28549005929543075,0.26424778761061946,0.26720058245358574,0.2557430007178751,0.27321927374301674,0.2601398601398601,0.25041398344066235
2003,0.2797068574419822,0.2645416891770214,0.25813449023861174,0.24373986669068637,0.273876404494382,0.26553774094757704,0.24368686868686867,0.2507235890014472,0.24675324675324675,0.2709306503772907,0.24655013799448022,0.2598808879263671,0.25272564789991064,0.26170897390060777,0.2579193664506839,0.2505032021957914,0.26953125,0.2729528535980149,0.2534628530311207,0.25915996425379806,0.25614790881349847,0.24207976146105106,0.25040445802624484,0.27183948863636365,0.2645837095900307,0.2656221862056546,0.2504418522446094,0.2674933569530558,0.2589365107593811,0.2588575560375994
2004,0.2633178405434394,0.25891281327214966,0.2785862785862786,0.2625562868029096,0.28578775930053146,0.2594720775722751,0.25363346331088266,0.23918439716312057,0.24898678414096917,0.26178196692157213,0.23478883321403007,0.2579679521042437,0.26824978012313105,0.238403451995685,0.25937777777777776,0.2512811450786358,0.2721903769324301,0.26753612971448715,0.241297178453646,0.2519826964671954,0.25678311757403793,0.2612502188758536,0.2560867247200995,0.2674707343029443,0.25862068965517243,0.27227296226089953,0.26104347826086954,0.26278136450881173,0.27667776414929035,0.2531554273350162
2005,0.27666551605108736,0.24866879659211927,0.2653601694915254,0.2757264957264957,0.27868002764340016,0.2627750177430802,0.2621696801112656,0.2459016393442623,0.2685312285518188,0.2675170365193081,0.26664342976646915,0.25970787317420735,0.2540809084457062,0.25618374558303886,0.25812209925026774,0.2429772767937019,0.2606420097697139,0.2642551674982181,0.24418811002661933,0.26688547244774574,0.261975265633165,0.2548214285714286,0.268348623853211,0.26474622770919065,0.26400140894681223,0.27178313677169513,0.25353625783348255,0.26253739222241773,0.2567398678807356,0.24273229891207418
2006,0.2655485674353599,0.2502205752602788,0.2599284436493739,0.264773735581189,0.27801268498942916,0.25704662293919517,0.2644889357218124,0.2566231013776051,0.2670175438596491,0.26003521126760565,0.2670414617006325,0.25040243248077265,0.25676156583629894,0.24828333935670402,0.2664888888888889,0.25441123514584085,0.2546836337928597,0.27223294158919487,0.2527140060508987,0.2595003518648839,0.26448184233835254,0.2553454673970666,0.2518228703539036,0.2520587182241318,0.2556431386599785,0.2636780797740911,0.26889714993804215,0.2650477016478751,0.26194690265486725,0.24537784957817269
2007,0.2702037947997189,0.2620497650948321,0.26537785588752194,0.2731741573033708,0.2655645444952515,0.27573018080667594,0.26199649737302977,0.25199928914163855,0.2764313312258518,0.2624323852730763,0.270534778049633,0.24810439076000707,0.2657428521312051,0.27109170305676855,0.25881096475614096,0.2528445006321112,0.282899366643209,0.2801881860951385,0.25822339489885665,0.2567883474195289,0.2623574144486692,0.25803035651253087,0.2580588338911397,0.2671411213331019,0.2543497757847534,0.26377532883043014,0.25040387722132473,0.275148966000701,0.2819422293106504,0.255375866358628
2008,0.2763757448300035,0.24271844660194175,0.26824660827752017,0.26554359152483503,0.2727272727272727,0.2414041404140414,0.26499133448873485,0.2591886269070735,0.2616187989556136,0.2708688245315162,0.28116485013623976,0.2530832030571478,0.2541717899174425,0.26745193140481555,0.26011760636457976,0.25464098073555164,0.25827580102673037,0.2828351836037575,0.26558732345849123,0.2511415525114155,0.26651831564532696,0.25568380552640785,0.24499738994257875,0.2803030303030303,0.2479732111385266,0.2657649745301247,0.2610588645071404,0.2561852956659063,0.25385023898035053,0.24942670665020286
2009,0.26198871650211564,0.24326750448833034,0.26367119470567746,0.26148161182474045,0.27350576721426073,0.2570975136660201,0.27035035732961477,0.2400924115869913,0.2563876651982379,0.25408980160111383,0.26577437858508607,0.2563092894218722,0.2620125348189415,0.25720346473395794,0.24839971550497866,0.24599683265880698,0.27014951022512457,0.26610348468849,0.2584503380135205,0.2374346964510899,0.2484537904223361,0.2510792609221205,0.24377411434584356,0.2599791738979521,0.25522939005097556,0.27355885398688295,0.25418354764840584,0.2756213823629554,0.25707714083510264,0.24470922994842612
2010,0.2770772154085334,0.24623994403637636,0.25502534521936726,0.2640518298021362,0.263668430335097,0.25246195165622204,0.24818036570211255,0.23888790508234461,0.25718290119131043,0.25133976420150056,0.25422832980972515,0.253584229390681,0.2538107054236087,0.26169033598891583,0.2606568832983927,0.2553379212987471,0.26663201663201663,0.27743163724472136,0.26053843428976264,0.25563122053431114,0.25122206703910616,0.24585436193222782,0.23531518624641834,0.25158339197748064,0.249778721897681,0.2552888888888889,0.2560257096946974,0.25384479406045607,0.26079477034233617,0.25075261200637505
